Date,Product,Category,Price,Units,Total,Discount,Region,Sales_Rep,Payment_Method,Customer_Segment
2023-07-28,Bookshelf,Furniture,540.81,1,540.81,0.0,West,Robert Taylor,PayPal,Government
2023-07-28,Desk,Furniture,363.69,1,363.69,0.0,East,Lisa Anderson,Bank Transfer,Corporate
2023-07-28,Mouse,Accessories,149.1,4,572.54,0.04,West,Robert Taylor,Debit Card,Corporate
2023-07-28,Monitor Stand,Accessories,49.62,3,148.86,0.0,North,Emma Davis,Debit Card,Small Business
2023-07-28,Keyboard,Accessories,48.97,3,124.87,0.15,East,Lisa Anderson,Bank Transfer,Individual
2023-07-29,Smartwatch,Electronics,1954.22,5,9771.1,0.0,West,Robert Taylor,PayPal,Individual
2023-07-29,Paper Clips,Office Supplies,26.64,5,117.22,0.12,East,David Brown,PayPal,Small Business
2023-07-29,Desk,Furniture,150.74,2,262.29,0.13,North,John Smith,Credit Card,Corporate
2023-07-29,Headphones,Electronics,1213.29,3,3639.87,0.0,North,John Smith,Credit Card,Corporate
2023-07-29,Office Chair,Furniture,484.78,1,484.78,0.0,South,Sarah Wilson,Bank Transfer,Small Business
2023-07-29,Lamp,Furniture,188.76,2,377.52,0.0,West,Robert Taylor,PayPal,Corporate
2023-07-29,Bookshelf,Furniture,367.44,3,1058.23,0.04,North,John Smith,PayPal,Government
2023-07-29,Bookshelf,Furniture,342.74,4,1370.96,0.0,North,John Smith,PayPal,Individual
2023-07-30,Stapler,Office Supplies,18.0,4,72.0,0.0,East,Lisa Anderson,Debit Card,Government
2023-07-30,Keyboard,Accessories,104.26,1,104.26,0.0,North,Emma Davis,Debit Card,Government
2023-07-30,Headphones,Electronics,829.63,3,2488.89,0.0,South,Sarah Wilson,PayPal,Corporate
2023-07-30,Lamp,Furniture,488.0,2,878.4,0.1,East,David Brown,Bank Transfer,Individual
2023-07-30,Lamp,Furniture,366.41,5,1832.05,0.0,North,John Smith,Debit Card,Individual
2023-07-30,Tablet,Electronics,1362.12,1,1280.39,0.06,East,David Brown,Debit Card,Small Business
2023-07-30,Headphones,Electronics,419.7,3,1259.1,0.0,East,David Brown,Credit Card,Small Business
2023-07-30,Laptop,Electronics,1592.84,4,6371.36,0.0,South,Michael Johnson,Bank Transfer,Corporate
2023-07-30,Desk Organizer,Office Supplies,18.84,5,93.26,0.01,West,Jennifer Martinez,Credit Card,Individual
2023-07-31,Lamp,Furniture,446.24,3,1338.72,0.0,South,Michael Johnson,Credit Card,Small Business
2023-07-31,Smartwatch,Electronics,1348.34,4,5393.36,0.0,South,Michael Johnson,PayPal,Small Business
2023-07-31,Monitor Stand,Accessories,119.85,5,599.25,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-07-31,Stapler,Office Supplies,45.05,5,225.25,0.0,South,Sarah Wilson,PayPal,Individual
2023-07-31,Paper Clips,Office Supplies,45.78,2,91.56,0.0,North,,Bank Transfer,Individual
2023-07-31,Smartphone,Electronics,605.07,4,2371.87,0.02,South,Sarah Wilson,Debit Card,Individual
2023-07-31,Pen Set,Office Supplies,16.96,5,84.8,0.0,North,Emma Davis,Credit Card,Government
2023-07-31,Pen Set,Office Supplies,7.14,1,6.64,0.07,North,Emma Davis,Credit Card,Individual
2023-07-31,Laptop Bag,Accessories,91.41,5,393.06,0.14,West,Jennifer Martinez,PayPal,Government
2023-08-01,Laptop Bag,Accessories,16.86,1,16.86,0.0,North,Emma Davis,Credit Card,Government
2023-08-01,Laptop Bag,Accessories,73.59,5,367.95,0.0,West,Jennifer Martinez,Bank Transfer,Corporate
2023-08-01,Monitor Stand,Accessories,23.13,3,65.92,0.05,West,Jennifer Martinez,Debit Card,Individual
2023-08-01,Smartwatch,Electronics,544.66,5,2723.3,0.0,South,Sarah Wilson,Debit Card,Small Business
2023-08-01,Desk,Furniture,514.11,2,1028.22,0.0,North,Emma Davis,PayPal,Small Business
2023-08-01,Filing Cabinet,Furniture,333.99,4,1335.96,0.0,South,Michael Johnson,Bank Transfer,Small Business
2023-08-01,Smartwatch,Electronics,1755.67,1,1755.67,0.0,South,Sarah Wilson,Bank Transfer,Government
2023-08-01,Tablet,Electronics,678.97,2,1317.2,0.03,West,Robert Taylor,Bank Transfer,Individual
2023-08-02,Keyboard,Accessories,78.12,2,156.24,0.0,West,Jennifer Martinez,Credit Card,Government
2023-08-02,Lamp,Furniture,579.29,1,579.29,0.0,North,Emma Davis,Debit Card,Government
2023-08-02,Smartwatch,Electronics,660.8,4,2643.2,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-08-02,Monitor Stand,Accessories,128.39,2,256.78,0.0,West,Jennifer Martinez,PayPal,Corporate
2023-08-02,Headphones,Electronics,389.5,1,366.13,0.06,West,Jennifer Martinez,Bank Transfer,Small Business
2023-08-02,Smartphone,Electronics,1562.0,1,1515.14,0.03,North,,PayPal,Small Business
2023-08-03,Desk Organizer,Office Supplies,33.82,2,67.64,0.0,North,John Smith,PayPal,Corporate
2023-08-03,Stapler,Office Supplies,18.25,4,67.16,0.08,East,Lisa Anderson,PayPal,Corporate
2023-08-03,Keyboard,Accessories,35.59,1,35.59,0.0,West,Jennifer Martinez,PayPal,Small Business
2023-08-03,Paper Clips,Office Supplies,15.66,1,15.66,0.0,North,John Smith,Credit Card,Individual
2023-08-03,Filing Cabinet,Furniture,134.92,1,134.92,0.0,East,Lisa Anderson,Debit Card,Government
2023-08-03,Notebook,Office Supplies,23.79,2,47.58,0.0,North,Emma Davis,Bank Transfer,Government
2023-08-03,Mouse,Accessories,101.72,1,101.72,0.0,West,Robert Taylor,Debit Card,Small Business
2023-08-03,USB Drive,Accessories,75.95,5,356.96,0.06,West,Robert Taylor,Credit Card,Government
2023-08-04,Notebook,Office Supplies,11.49,3,34.47,0.0,East,Lisa Anderson,Bank Transfer,Small Business
2023-08-04,Smartwatch,Electronics,1015.96,1,955.0,0.06,South,Sarah Wilson,PayPal,Individual
2023-08-04,Tablet,Electronics,1591.75,3,4775.25,0.0,South,Michael Johnson,Credit Card,Individual
2023-08-04,Office Chair,Furniture,367.29,4,1278.17,0.13,East,David Brown,Credit Card,Small Business
2023-08-04,Keyboard,Accessories,104.31,2,208.62,0.0,East,Lisa Anderson,Credit Card,Individual
2023-08-04,Headphones,Electronics,1009.08,2,2018.16,0.0,West,Robert Taylor,Bank Transfer,Government
2023-08-04,Tablet,Electronics,550.62,5,2753.1,0.0,West,Robert Taylor,Bank Transfer,Government
2023-08-04,Monitor Stand,Accessories,127.21,1,113.22,0.11,East,Lisa Anderson,Debit Card,Government
2023-08-04,Mouse,Accessories,35.81,1,35.81,0.0,North,John Smith,PayPal,Government
2023-08-04,USB Drive,Accessories,36.52,4,143.16,0.02,North,Emma Davis,PayPal,Individual
2023-08-04,Office Chair,Furniture,152.49,2,304.98,0.0,West,Robert Taylor,Credit Card,Government
2023-08-04,Tablet,Electronics,783.05,2,1362.51,0.13,West,Jennifer Martinez,PayPal,Individual
2023-08-04,Keyboard,Accessories,28.3,2,50.37,0.11,North,John Smith,Debit Card,Corporate
2023-08-04,Monitor Stand,Accessories,131.66,5,658.3,0.0,South,Sarah Wilson,Bank Transfer,Corporate
2023-08-05,Headphones,Electronics,352.22,5,1761.1,0.0,North,Emma Davis,PayPal,Government
2023-08-05,Desk Organizer,Office Supplies,12.24,3,36.35,0.01,West,Jennifer Martinez,Credit Card,Individual
2023-08-05,Tablet,Electronics,2017.35,4,8069.4,0.0,South,Michael Johnson,Debit Card,Government
2023-08-05,Paper Clips,Office Supplies,9.73,4,38.92,0.0,North,Emma Davis,Debit Card,Government
2023-08-05,Filing Cabinet,Furniture,372.68,1,372.68,0.0,South,Michael Johnson,Debit Card,Corporate
2023-08-05,Pen Set,Office Supplies,31.01,5,155.05,0.0,South,Sarah Wilson,PayPal,Corporate
2023-08-05,Desk,Furniture,521.97,1,469.77,0.1,East,Lisa Anderson,Bank Transfer,Corporate
2023-08-05,Headphones,Electronics,522.65,3,1567.95,0.0,East,David Brown,Credit Card,Small Business
2023-08-05,Mouse,Accessories,23.15,3,69.45,0.0,East,David Brown,Bank Transfer,Government
2023-08-05,Smartphone,Electronics,1430.79,2,2861.58,0.0,North,John Smith,Debit Card,Small Business
2023-08-05,Keyboard,Accessories,76.45,2,152.9,0.0,North,John Smith,Bank Transfer,Small Business
2023-08-05,Tablet,Electronics,640.77,4,2537.45,0.01,East,David Brown,Bank Transfer,Small Business
2023-08-05,Lamp,Furniture,282.29,1,259.71,0.08,North,Emma Davis,Credit Card,Government
2023-08-06,Paper Clips,Office Supplies,36.55,4,146.2,0.0,West,Robert Taylor,Bank Transfer,Individual
2023-08-06,Monitor Stand,Accessories,79.96,1,79.96,0.0,South,Sarah Wilson,Credit Card,Corporate
2023-08-06,Pen Set,Office Supplies,37.87,1,37.87,0.0,North,John Smith,PayPal,Small Business
2023-08-06,Paper Clips,Office Supplies,38.36,5,191.8,0.0,South,Michael Johnson,Credit Card,Government
2023-08-06,Notebook,Office Supplies,16.84,4,67.36,0.0,North,John Smith,PayPal,Small Business
2023-08-07,Stapler,Office Supplies,29.38,4,117.52,0.0,East,Lisa Anderson,Bank Transfer,Government
2023-08-07,Notebook,Office Supplies,8.81,1,8.55,0.03,South,Michael Johnson,Bank Transfer,Individual
2023-08-07,Smartwatch,Electronics,1751.58,3,5254.74,0.0,West,Robert Taylor,PayPal,Government
2023-08-07,Lamp,Furniture,508.92,2,1017.84,0.0,South,Sarah Wilson,Debit Card,Corporate
2023-08-07,USB Drive,Accessories,42.32,4,169.28,0.0,South,Sarah Wilson,PayPal,Small Business
2023-08-07,Bookshelf,Furniture,224.49,1,197.55,0.12,West,Jennifer Martinez,PayPal,Corporate
2023-08-07,Desk Organizer,Office Supplies,16.95,1,15.09,0.11,East,Lisa Anderson,Bank Transfer,Individual
2023-08-07,Tablet,Electronics,845.95,5,4229.75,0.0,West,Robert Taylor,Credit Card,Individual
2023-08-07,Filing Cabinet,Furniture,309.62,1,309.62,0.0,South,Michael Johnson,Bank Transfer,Government
2023-08-07,Filing Cabinet,Furniture,336.58,4,1225.15,0.09,North,Emma Davis,Debit Card,Small Business
2023-08-08,Laptop Bag,Accessories,56.33,3,153.78,0.09,South,Michael Johnson,Debit Card,Individual
2023-08-08,USB Drive,Accessories,137.83,2,275.66,0.0,West,Jennifer Martinez,PayPal,Corporate
2023-08-08,Desk Organizer,Office Supplies,46.75,3,140.25,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-08-08,Pen Set,Office Supplies,32.81,3,97.45,0.01,West,Robert Taylor,Credit Card,Government
2023-08-08,Notebook,Office Supplies,31.24,5,156.2,0.0,North,John Smith,Credit Card,Small Business
2023-08-08,Pen Set,Office Supplies,36.58,2,73.16,0.0,East,Lisa Anderson,PayPal,Small Business
2023-08-08,Headphones,Electronics,733.79,5,3668.95,0.0,West,Jennifer Martinez,Bank Transfer,Individual
2023-08-08,Mouse,Accessories,96.64,2,193.28,0.0,South,Michael Johnson,Bank Transfer,Corporate
2023-08-08,Stapler,Office Supplies,39.12,5,195.6,0.0,West,Robert Taylor,PayPal,Corporate
2023-08-08,Notebook,Office Supplies,14.08,2,28.16,0.0,East,Lisa Anderson,Bank Transfer,Corporate
2023-08-08,Headphones,Electronics,556.27,5,2781.35,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-08-09,Headphones,Electronics,1815.24,5,9076.2,0.0,South,Michael Johnson,Bank Transfer,Small Business
2023-08-09,Lamp,Furniture,508.44,2,1016.88,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-08-09,Mouse,Accessories,136.98,1,136.98,0.0,North,John Smith,Credit Card,Corporate
2023-08-09,Smartphone,Electronics,513.6,1,513.6,0.0,East,David Brown,Credit Card,Small Business
2023-08-09,USB Drive,Accessories,50.43,3,148.26,0.02,North,John Smith,Debit Card,Individual
2023-08-09,Office Chair,Furniture,526.3,2,968.39,0.08,East,Lisa Anderson,PayPal,Small Business
2023-08-09,Tablet,Electronics,1932.57,4,7730.28,0.0,West,Jennifer Martinez,Bank Transfer,Government
2023-08-09,Mouse,Accessories,15.94,4,63.76,0.0,South,,PayPal,Government
2023-08-09,Smartwatch,Electronics,379.24,4,1516.96,0.0,North,Emma Davis,Bank Transfer,Government
2023-08-09,Keyboard,Accessories,130.93,3,392.79,0.0,East,Lisa Anderson,Credit Card,Government
2023-08-09,Mouse,Accessories,148.33,4,593.32,0.0,East,Lisa Anderson,Debit Card,Government
2023-08-09,Headphones,Electronics,1170.32,5,5851.6,0.0,East,David Brown,Bank Transfer,Small Business
2023-08-09,Headphones,Electronics,1813.63,5,9068.15,0.0,North,Emma Davis,Credit Card,Small Business
2023-08-09,Office Chair,Furniture,262.73,3,788.19,0.0,East,,Bank Transfer,Small Business
2023-08-10,Bookshelf,Furniture,123.0,1,123.0,0.0,South,Sarah Wilson,PayPal,Individual
2023-08-10,Filing Cabinet,Furniture,544.04,5,2720.2,0.0,South,Sarah Wilson,Debit Card,Corporate
2023-08-10,Smartphone,Electronics,729.79,4,2919.16,0.0,South,Michael Johnson,Bank Transfer,Individual
2023-08-10,Laptop Bag,Accessories,113.97,1,113.97,0.0,North,Emma Davis,Credit Card,Corporate
2023-08-10,Notebook,Office Supplies,28.38,4,111.25,0.02,West,Robert Taylor,Bank Transfer,Small Business
2023-08-10,Monitor Stand,Accessories,137.98,1,137.98,0.0,East,Lisa Anderson,Bank Transfer,Individual
2023-08-10,Laptop Bag,Accessories,86.22,5,431.1,0.0,West,Jennifer Martinez,Debit Card,Small Business
2023-08-10,Filing Cabinet,Furniture,451.78,4,1807.12,0.0,South,Michael Johnson,Debit Card,Individual
2023-08-10,Monitor Stand,Accessories,133.63,3,400.89,0.0,East,David Brown,Bank Transfer,Individual
2023-08-11,Filing Cabinet,Furniture,334.72,4,1338.88,0.0,East,David Brown,Bank Transfer,Government
2023-08-11,Laptop,Electronics,460.18,3,1325.32,0.04,West,Jennifer Martinez,PayPal,Individual
2023-08-11,Filing Cabinet,Furniture,533.55,1,533.55,0.0,West,Robert Taylor,Credit Card,Government
2023-08-11,Smartwatch,Electronics,1795.49,2,3339.61,0.07,South,Sarah Wilson,PayPal,Individual
2023-08-11,USB Drive,Accessories,154.32,2,302.47,0.02,North,John Smith,PayPal,Small Business
2023-08-11,Desk Organizer,Office Supplies,31.42,1,29.53,0.06,South,Sarah Wilson,Bank Transfer,Small Business
2023-08-11,Stapler,Office Supplies,42.65,2,85.3,0.0,East,Lisa Anderson,Credit Card,Individual
2023-08-12,Bookshelf,Furniture,121.35,1,121.35,0.0,South,,Credit Card,Individual
2023-08-12,Lamp,Furniture,127.69,3,383.07,0.0,South,Michael Johnson,Debit Card,Individual
2023-08-12,Headphones,Electronics,1168.44,2,2336.88,0.0,East,David Brown,Credit Card,Individual
2023-08-12,Stapler,Office Supplies,49.71,5,248.55,0.0,West,Jennifer Martinez,Credit Card,Government
2023-08-12,Stapler,Office Supplies,9.38,1,9.38,0.0,East,David Brown,Debit Card,Corporate
2023-08-12,Keyboard,Accessories,26.61,1,25.55,0.04,West,Jennifer Martinez,Credit Card,Individual
2023-08-12,Laptop,Electronics,524.04,2,1048.08,0.0,South,Michael Johnson,Bank Transfer,Government
2023-08-12,Smartphone,Electronics,592.61,1,592.61,0.0,West,Robert Taylor,PayPal,Small Business
2023-08-12,Tablet,Electronics,1804.64,2,3609.28,0.0,East,David Brown,Debit Card,Government
2023-08-13,Keyboard,Accessories,80.44,2,149.62,0.07,South,Sarah Wilson,PayPal,Corporate
2023-08-13,Headphones,Electronics,818.57,2,1637.14,0.0,West,Robert Taylor,Bank Transfer,Government
2023-08-13,Office Chair,Furniture,385.99,5,1929.95,0.0,North,Emma Davis,PayPal,Government
2023-08-13,Smartphone,Electronics,914.11,3,2687.48,0.02,North,Emma Davis,Credit Card,Government
2023-08-13,Mouse,Accessories,58.17,1,58.17,0.0,South,Sarah Wilson,Bank Transfer,Individual
2023-08-13,Notebook,Office Supplies,14.59,3,43.77,0.0,East,David Brown,PayPal,Individual
2023-08-13,Smartphone,Electronics,956.58,3,2869.74,0.0,South,Sarah Wilson,Credit Card,Small Business
2023-08-13,Keyboard,Accessories,16.0,2,30.72,0.04,South,Sarah Wilson,Bank Transfer,Government
2023-08-13,Headphones,Electronics,718.19,3,2154.57,0.0,South,Sarah Wilson,PayPal,Government
2023-08-13,Headphones,Electronics,340.34,2,680.68,0.0,East,Lisa Anderson,PayPal,Small Business
2023-08-13,Stapler,Office Supplies,11.35,3,34.05,0.0,West,Jennifer Martinez,Debit Card,Government
2023-08-13,Desk,Furniture,341.11,1,341.11,0.0,East,Lisa Anderson,Credit Card,Government
2023-08-13,Stapler,Office Supplies,5.85,3,17.55,0.0,North,John Smith,PayPal,Individual
2023-08-13,Stapler,Office Supplies,16.21,3,48.63,0.0,North,John Smith,Debit Card,Corporate
2023-08-14,Keyboard,Accessories,139.72,1,139.72,0.0,South,Sarah Wilson,Credit Card,Small Business
2023-08-14,Tablet,Electronics,1606.9,3,4820.7,0.0,North,John Smith,Bank Transfer,Individual
2023-08-14,Lamp,Furniture,337.06,4,1213.42,0.1,South,Michael Johnson,Bank Transfer,Individual
2023-08-14,Mouse,Accessories,108.18,2,216.36,0.0,South,Michael Johnson,Bank Transfer,Government
2023-08-14,Filing Cabinet,Furniture,537.32,5,2471.67,0.08,North,Emma Davis,PayPal,Government
2023-08-14,Desk,Furniture,360.66,1,310.17,0.14,West,Robert Taylor,Bank Transfer,Government
2023-08-15,Smartphone,Electronics,1139.24,1,1127.85,0.01,South,Sarah Wilson,Credit Card,Individual
2023-08-15,Stapler,Office Supplies,42.47,5,212.35,0.0,West,Robert Taylor,Bank Transfer,Individual
2023-08-15,Tablet,Electronics,1897.65,1,1821.74,0.04,North,John Smith,,Corporate
2023-08-15,Headphones,Electronics,914.95,1,914.95,0.0,South,Michael Johnson,Credit Card,Corporate
2023-08-15,Tablet,Electronics,1221.21,3,3553.72,0.03,North,,PayPal,Corporate
2023-08-15,Desk,Furniture,450.93,4,1623.35,0.1,South,Michael Johnson,Debit Card,Small Business
2023-08-16,Headphones,Electronics,328.06,5,1640.3,0.0,North,Emma Davis,Credit Card,Individual
2023-08-16,Laptop Bag,Accessories,120.96,2,239.5,0.01,South,Michael Johnson,Bank Transfer,Government
2023-08-16,Desk,Furniture,355.71,3,1067.13,0.0,East,David Brown,Debit Card,Corporate
2023-08-16,Notebook,Office Supplies,25.74,4,102.96,0.0,North,John Smith,Debit Card,Individual
2023-08-16,Notebook,Office Supplies,7.73,5,38.65,0.0,North,John Smith,Bank Transfer,Small Business
2023-08-16,Keyboard,Accessories,19.81,2,39.62,0.0,North,Emma Davis,Credit Card,Government
2023-08-16,Paper Clips,Office Supplies,21.44,5,107.2,0.0,South,Sarah Wilson,Debit Card,Individual
2023-08-16,Paper Clips,Office Supplies,43.97,4,175.88,0.0,West,,Bank Transfer,Individual
2023-08-16,Pen Set,Office Supplies,47.32,3,141.96,0.0,West,Robert Taylor,PayPal,Government
2023-08-16,Pen Set,Office Supplies,8.23,2,16.46,0.0,North,John Smith,Bank Transfer,Government
2023-08-16,Laptop Bag,Accessories,36.56,1,36.56,0.0,West,Jennifer Martinez,Bank Transfer,Corporate
2023-08-16,Desk,Furniture,362.65,2,725.3,0.0,East,David Brown,Debit Card,Government
2023-08-16,Notebook,Office Supplies,41.86,4,167.44,0.0,East,Lisa Anderson,Credit Card,Small Business
2023-08-16,Desk Organizer,Office Supplies,33.79,1,33.11,0.02,West,Jennifer Martinez,PayPal,Corporate
2023-08-17,Smartphone,Electronics,1201.05,2,2402.1,0.0,South,Sarah Wilson,Debit Card,Individual
2023-08-17,Desk,Furniture,286.1,2,572.2,0.0,West,Robert Taylor,Debit Card,Individual
2023-08-17,Paper Clips,Office Supplies,36.59,5,182.95,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-08-17,Desk,Furniture,286.02,1,286.02,0.0,East,David Brown,Debit Card,Corporate
2023-08-17,Smartwatch,Electronics,335.97,1,312.45,0.07,South,Michael Johnson,Bank Transfer,Small Business
2023-08-17,Laptop Bag,Accessories,117.32,3,351.96,0.0,West,Robert Taylor,Debit Card,Individual
2023-08-18,Filing Cabinet,Furniture,514.27,5,2571.35,0.0,South,Sarah Wilson,Credit Card,Government
2023-08-18,Stapler,Office Supplies,23.06,5,115.3,0.0,North,John Smith,Credit Card,Small Business
2023-08-18,Laptop Bag,Accessories,62.39,3,187.17,0.0,West,Jennifer Martinez,Credit Card,Government
2023-08-18,Paper Clips,Office Supplies,36.1,1,36.1,0.0,East,Lisa Anderson,PayPal,Small Business
2023-08-18,Notebook,Office Supplies,24.52,1,24.52,0.0,South,Michael Johnson,PayPal,Corporate
2023-08-18,Headphones,Electronics,496.69,4,1907.29,0.04,West,Robert Taylor,Credit Card,Government
2023-08-18,Keyboard,Accessories,110.48,1,110.48,0.0,West,Robert Taylor,PayPal,Small Business
2023-08-18,Tablet,Electronics,853.06,2,1706.12,0.0,North,John Smith,PayPal,Government
2023-08-19,Paper Clips,Office Supplies,33.64,2,59.21,0.12,West,Jennifer Martinez,PayPal,Corporate
2023-08-19,Headphones,Electronics,1830.62,2,3404.95,0.07,East,David Brown,Credit Card,Corporate
2023-08-19,Stapler,Office Supplies,40.89,5,204.45,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-08-19,Monitor Stand,Accessories,107.78,5,538.9,0.0,North,Emma Davis,PayPal,Government
2023-08-19,Lamp,Furniture,470.05,4,1880.2,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-08-19,Keyboard,Accessories,101.78,3,305.34,0.0,West,Robert Taylor,PayPal,Corporate
2023-08-19,Tablet,Electronics,1286.27,2,2572.54,0.0,West,Robert Taylor,Bank Transfer,Government
2023-08-19,Mouse,Accessories,41.19,1,41.19,0.0,North,John Smith,Bank Transfer,Small Business
2023-08-19,Headphones,Electronics,1632.28,2,3264.56,0.0,North,Emma Davis,PayPal,Government
2023-08-20,Keyboard,Accessories,126.89,2,246.17,0.03,North,John Smith,PayPal,Government
2023-08-20,Paper Clips,Office Supplies,45.79,5,228.95,0.0,East,Lisa Anderson,PayPal,Government
2023-08-20,Notebook,Office Supplies,41.36,5,206.8,0.0,East,Lisa Anderson,Credit Card,Individual
2023-08-20,Tablet,Electronics,1801.22,5,9006.1,0.0,West,Jennifer Martinez,Credit Card,Government
2023-08-20,Mouse,Accessories,131.03,1,120.55,0.08,East,Lisa Anderson,PayPal,Small Business
2023-08-20,Keyboard,Accessories,105.85,2,186.3,0.12,West,Jennifer Martinez,Debit Card,Corporate
2023-08-20,Desk,Furniture,418.4,5,2092.0,0.0,North,John Smith,Credit Card,Small Business
2023-08-20,Desk,Furniture,372.04,5,1860.2,0.0,North,Emma Davis,Debit Card,Small Business
2023-08-20,Office Chair,Furniture,297.79,5,1354.94,0.09,West,Jennifer Martinez,Credit Card,Corporate
2023-08-20,USB Drive,Accessories,125.74,4,502.96,0.0,West,Jennifer Martinez,PayPal,Small Business
2023-08-20,Keyboard,Accessories,119.75,1,119.75,0.0,East,David Brown,Debit Card,Small Business
2023-08-20,Tablet,Electronics,1307.39,3,3922.17,0.0,South,Sarah Wilson,Credit Card,Small Business
2023-08-20,USB Drive,Accessories,45.81,3,137.43,0.0,North,John Smith,PayPal,Small Business
2023-08-21,Monitor Stand,Accessories,65.71,1,65.71,0.0,South,Michael Johnson,Credit Card,Corporate
2023-08-21,Paper Clips,Office Supplies,19.24,4,76.96,0.0,West,Robert Taylor,Debit Card,Small Business
2023-08-21,Desk Organizer,Office Supplies,19.1,3,57.3,0.0,West,Jennifer Martinez,PayPal,Individual
2023-08-21,Filing Cabinet,Furniture,511.84,4,2047.36,0.0,East,Lisa Anderson,Debit Card,Government
2023-08-21,Keyboard,Accessories,58.27,2,116.54,0.0,North,John Smith,Credit Card,Corporate
2023-08-21,Tablet,Electronics,729.56,4,2801.51,0.04,West,Jennifer Martinez,Bank Transfer,Individual
2023-08-21,Notebook,Office Supplies,16.42,4,65.68,0.0,East,David Brown,Debit Card,Government
2023-08-21,Monitor Stand,Accessories,20.61,3,61.83,0.0,South,Michael Johnson,Bank Transfer,Government
2023-08-21,Tablet,Electronics,1818.57,3,5455.71,0.0,East,Lisa Anderson,Debit Card,Corporate
2023-08-21,USB Drive,Accessories,55.59,2,111.18,0.0,South,Michael Johnson,Credit Card,Small Business
2023-08-21,Headphones,Electronics,1152.05,3,3456.15,0.0,South,Michael Johnson,PayPal,Corporate
2023-08-21,Office Chair,Furniture,131.81,5,659.05,0.0,West,Jennifer Martinez,Bank Transfer,Small Business
2023-08-21,Paper Clips,Office Supplies,12.34,1,11.11,0.1,West,Robert Taylor,Debit Card,Government
2023-08-22,Filing Cabinet,Furniture,344.56,3,930.31,0.1,North,Emma Davis,Debit Card,Corporate
2023-08-22,Headphones,Electronics,521.29,1,521.29,0.0,West,Robert Taylor,PayPal,Corporate
2023-08-22,Mouse,Accessories,118.97,4,475.88,0.0,South,Michael Johnson,Bank Transfer,Government
2023-08-22,Stapler,Office Supplies,18.05,5,90.25,0.0,North,Emma Davis,PayPal,Individual
2023-08-22,Tablet,Electronics,674.3,3,2022.9,0.0,West,Jennifer Martinez,Bank Transfer,Individual
2023-08-22,Mouse,Accessories,104.06,5,520.3,0.0,South,Michael Johnson,PayPal,Individual
2023-08-22,Notebook,Office Supplies,25.76,4,103.04,0.0,West,Jennifer Martinez,PayPal,Individual
2023-08-22,Headphones,Electronics,1703.78,5,7411.44,0.13,West,Robert Taylor,PayPal,Government
2023-08-22,USB Drive,Accessories,125.44,2,238.34,0.05,South,Sarah Wilson,Bank Transfer,Individual
2023-08-22,Filing Cabinet,Furniture,496.48,3,1489.44,0.0,North,Emma Davis,PayPal,Government
2023-08-22,Tablet,Electronics,438.73,5,2193.65,0.0,South,Sarah Wilson,PayPal,Small Business
2023-08-22,Smartphone,Electronics,1430.5,5,7152.5,0.0,East,Lisa Anderson,PayPal,Corporate
2023-08-23,Tablet,Electronics,1710.46,5,8552.3,0.0,East,Lisa Anderson,Bank Transfer,Corporate
2023-08-23,Monitor Stand,Accessories,29.32,1,29.32,0.0,North,Emma Davis,PayPal,Individual
2023-08-23,Desk,Furniture,334.27,4,1337.08,0.0,South,Sarah Wilson,Bank Transfer,Corporate
2023-08-23,Bookshelf,Furniture,160.35,3,481.05,0.0,South,Michael Johnson,Debit Card,Small Business
2023-08-23,Laptop,Electronics,1090.57,1,1090.57,0.0,East,Lisa Anderson,Bank Transfer,Government
2023-08-23,Smartwatch,Electronics,1899.68,2,3799.36,0.0,East,Lisa Anderson,Credit Card,Corporate
2023-08-23,Monitor Stand,Accessories,112.98,2,223.7,0.01,West,Robert Taylor,Debit Card,Government
2023-08-23,Mouse,Accessories,43.51,2,87.02,0.0,East,Lisa Anderson,Bank Transfer,Government
2023-08-23,USB Drive,Accessories,89.91,2,179.82,0.0,South,Michael Johnson,PayPal,Corporate
2023-08-23,Notebook,Office Supplies,40.05,2,75.29,0.06,East,David Brown,Credit Card,Individual
2023-08-23,Smartwatch,Electronics,1338.45,1,1338.45,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-08-23,Paper Clips,Office Supplies,47.47,5,201.75,0.15,South,Michael Johnson,PayPal,Corporate
2023-08-24,Smartwatch,Electronics,715.3,4,2546.47,0.11,East,Lisa Anderson,Credit Card,Corporate
2023-08-24,Paper Clips,Office Supplies,35.17,1,35.17,0.0,South,Sarah Wilson,Bank Transfer,Small Business
2023-08-24,Tablet,Electronics,311.71,2,623.42,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-08-24,Lamp,Furniture,498.38,1,498.38,0.0,East,Lisa Anderson,Debit Card,Government
